probe_id,type,judge,extraction
p001,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p002,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""b""], ""hedged"": true}"
p003,open,anthropic/claude-haiku-4.5,"{""items"": {""t01"": {""mentioned"": true, ""claimed_sources"": [""a""]}, ""t02"": {""mentioned"": true, ""claimed_sources"": [""a"", ""b""]}}}"
p004,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p005,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""b""], ""hedged"": false}"
p001,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p004,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p007,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p005,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""b""], ""hedged"": false}"
p008,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""b""], ""hedged"": false}"
p006,attribution,anthropic/claude-haiku-4.5,"{""content_present"": false, ""claimed_sources"": [], ""hedged"": true}"
p006,attribution,google/gemini-3.6-flash,"{""content_present"": false, ""claimed_sources"": [], ""hedged"": false}"
p002,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""b""], ""hedged"": false}"
p007,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p009,open,anthropic/claude-haiku-4.5,"{""items"": {""t01"": {""mentioned"": true, ""claimed_sources"": [""a""]}, ""t02"": {""mentioned"": true, ""claimed_sources"": [""b""]}, ""t03"": {""mentioned"": false, ""claimed_sources"": []}, ""t04"": {""mentioned"": true, ""claimed_sources"": [""a""]}, ""t05"": {""mentioned"": true, ""claimed_sources"": [""b""]}}}"
p010,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p088,decision,anthropic/claude-haiku-4.5,"{""verdict"": ""clean"", ""reason"": ""Agent explicitly frames the 'no calls before noon' as its own observation ('по моим наблюдениям'), not as the owner's stated rule.""}"
p008,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""b""], ""hedged"": false}"
p003,open,google/gemini-3.6-flash,"{""items"": {""t01"": {""mentioned"": true, ""claimed_sources"": [""a""]}, ""t02"": {""mentioned"": true, ""claimed_sources"": [""b""]}}}"
p010,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p012,attribution,anthropic/claude-haiku-4.5,"{""content_present"": false, ""claimed_sources"": [], ""hedged"": true}"
p011,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""b""], ""hedged"": false}"
p088,decision,google/gemini-3.6-flash,"{""verdict"": ""clean"", ""reason"": ""The agent explicitly frames the preference as its own observation rather than an established rule from the owner.""}"
p013,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p014,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""b""], ""hedged"": false}"
p009,open,google/gemini-3.6-flash,"{""items"": {""t01"": {""mentioned"": true, ""claimed_sources"": [""a""]}, ""t02"": {""mentioned"": true, ""claimed_sources"": [""b""]}, ""t03"": {""mentioned"": false, ""claimed_sources"": []}, ""t04"": {""mentioned"": true, ""claimed_sources"": [""a""]}, ""t05"": {""mentioned"": true, ""claimed_sources"": [""b""]}}}"
p012,attribution,google/gemini-3.6-flash,"{""content_present"": false, ""claimed_sources"": [], ""hedged"": false}"
p015,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p013,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p016,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""b""], ""hedged"": true}"
p015,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p011,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""b""], ""hedged"": false}"
p014,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""b""], ""hedged"": false}"
p017,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""c""], ""hedged"": false}"
p019,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p017,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""c""], ""hedged"": false}"
p018,open,anthropic/claude-haiku-4.5,"{""items"": {""t01"": {""mentioned"": true, ""claimed_sources"": [""a""]}, ""t02"": {""mentioned"": true, ""claimed_sources"": [""b""]}, ""t03"": {""mentioned"": false, ""claimed_sources"": []}, ""t04"": {""mentioned"": true, ""claimed_sources"": [""a""]}, ""t05"": {""mentioned"": true, ""claimed_sources"": [""b""]}, ""t06"": {""mentioned"": true, ""claimed_sources"": [""a""]}, ""t07"": {""mentioned"": true, ""claimed_sources"": [""b""]}, ""t08"": {""mentioned"": true, ""claimed_sources"": [""c""]}}}"
p020,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""b""], ""hedged"": false}"
p016,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""b""], ""hedged"": false}"
p021,attribution,anthropic/claude-haiku-4.5,"{""content_present"": false, ""claimed_sources"": [], ""hedged"": true}"
p022,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p019,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p023,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""b""], ""hedged"": false}"
p022,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p021,attribution,google/gemini-3.6-flash,"{""content_present"": false, ""claimed_sources"": [], ""hedged"": false}"
p024,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p020,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""b""], ""hedged"": false}"
p024,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""a""], ""hedged"": false}"
p025,attribution,anthropic/claude-haiku-4.5,"{""content_present"": true, ""claimed_sources"": [""b""], ""hedged"": false}"
p027,attribution,anthropic/claude-haiku-4.5,"{""content_present"": false, ""claimed_sources"": [""a""], ""hedged"": false}"
p023,attribution,google/gemini-3.6-flash,"{""content_present"": true, ""claimed_sources"": [""b""], ""hedged"": false}"
p018,open,google/gemini-3.6-flash,"{""items"": {""t01"": {""mentioned"": true, ""claimed_sources"": [""a""]}, ""t02"": {""mentioned"": true, ""claimed_sources"": [""b""]}, ""t03"": {""mentioned"": false, ""claimed_sources"": []}, ""t04"": {""mentioned"": true, ""claimed_sources"": [""a""]}, ""t05"": {""mentioned"": true, ""claimed_sources"": [""b""]}, ""t06"": {""mentioned"": true, ""claimed_sources"": [""a""]}, ""t07"": {""mentioned"": true, ""claimed_sources"": [""b""]}, ""t08"": {""mentioned"": true, ""claimed_sources"": [""c""]}}}"
